step,time,mode,p_pv_kw,p_load_kw,p_ev_kw,batt_state,batt_kw,soc_batt_pct,sc_state,sc_kw,soc_sc_pct,grid_kw,export_kw,net_grid_kw,peak_shave_kw,ev_alert,evening,voltage_violation,transformer_loading_pct,self_sufficiency_pct,bess_charged_kwh_cum,bess_discharged_kwh_cum,ev_energy_kwh_cum,pv_total_kwh_cum,grid_import_kwh_cum,co2_saved_kg_step,co2_saved_kg_cum,v_mainbus_pu,v_panelbus_pu,v_mechworkshopbus_pu,v_hostelfbus_pu,v_guesthousebus_pu,v_auditoriumbus_pu,v_librarybus_pu,v_civildeptbus_pu,v_mechdeptbus_pu,v_elecdeptbus_pu,v_ltdbus_pu,v_hostelcbus_pu,v_hosteldbus_pu,v_gymbus_pu,v_evbus_pu,v_lecturetheatrebus_pu,v_adminbus_pu,v_pumphousebus_pu,v_securitybus_pu,v_uppercanteenbus_pu,v_lowercanteenbus_pu,v_boyshostelbbus_pu,v_hostelblockbus_pu
44,11:00,NORMAL,1826.46,223.64,39.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1563.12,-1563.12,0.0,,,,26.33,100.0,477.18,0.0,48.92,5891.26,485.75,328.763,4241.71,1.0,1.0,1.0184,1.0187,1.0077,1.0592,1.028,1.0089,1.0328,1.0161,1.0,1.0568,1.0564,1.0,0.9969,1.0181,1.0174,1.0,0.9999,1.0078,1.0158,1.0095,1.0052
45,11:15,NORMAL,1830.7,221.51,39.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1569.49,-1569.49,0.0,,,,26.12,100.0,477.18,0.0,58.85,6348.94,485.75,329.526,4571.23,1.0,1.0,1.0184,1.0187,1.0077,1.0593,1.0281,1.009,1.0329,1.0163,1.0,1.057,1.0566,1.0,0.9969,1.0182,1.0175,1.0,0.9999,1.0078,1.0159,1.0095,1.0052
46,11:30,NORMAL,1834.76,218.19,39.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1576.87,-1576.87,0.0,,,,25.79,100.0,477.18,0.0,68.77,6807.63,485.75,330.256,4901.49,1.0,1.0,1.0185,1.0188,1.0078,1.0595,1.0281,1.009,1.033,1.0164,1.0,1.0571,1.0567,1.0,0.9969,1.0182,1.0175,1.0,0.9999,1.0078,1.0159,1.0096,1.0052
47,11:45,NORMAL,1839.0,214.41,39.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1584.89,-1584.89,0.0,,,,25.41,100.0,477.18,0.0,78.7,7267.38,485.75,331.019,5232.51,1.0,1.0,1.0185,1.0188,1.0078,1.0596,1.0282,1.009,1.033,1.0165,1.0,1.0572,1.0568,1.0,0.9969,1.0182,1.0175,1.0,0.9999,1.0079,1.0159,1.0096,1.0052
48,12:00,NORMAL,1843.05,210.77,53.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1578.58,-1578.58,0.0,,,,26.45,100.0,477.18,0.0,92.12,7728.14,485.75,331.749,5564.26,1.0,1.0,1.0186,1.0189,1.0078,1.0597,1.0283,1.009,1.0331,1.0167,1.0,1.0573,1.0569,1.0,0.9969,1.0183,1.0176,1.0,0.9999,1.0079,1.016,1.0096,1.0052
49,12:15,NORMAL,1814.48,217.28,53.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1543.5,-1543.5,0.0,,,,27.1,100.0,477.18,0.0,105.55,8181.76,485.75,326.607,5890.87,1.0,1.0,1.0183,1.0186,1.0077,1.0588,1.0278,1.0089,1.0326,1.0163,1.0,1.0565,1.0561,1.0,0.9969,1.018,1.0173,1.0,0.9999,1.0078,1.0157,1.0095,1.0052
50,12:30,NORMAL,1785.92,219.5,53.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1512.72,-1512.72,0.0,,,,27.32,100.0,477.18,0.0,118.97,8628.24,485.75,321.465,6212.33,1.0,1.0,1.018,1.0183,1.0075,1.0579,1.0274,1.0088,1.0321,1.0159,1.0,1.0556,1.0552,1.0,0.9969,1.0177,1.017,1.0,0.9999,1.0076,1.0155,1.0093,1.0051
51,12:45,NORMAL,1757.53,219.89,53.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1483.94,-1483.94,0.0,,,,27.36,100.0,477.18,0.0,132.4,9067.62,485.75,316.356,6528.69,1.0,1.0,1.0177,1.018,1.0074,1.057,1.0269,1.0086,1.0316,1.0155,1.0,1.0547,1.0543,1.0,0.9969,1.0174,1.0168,1.0,0.9999,1.0075,1.0152,1.0092,1.005
52,13:00,NORMAL,1728.97,223.86,58.3,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1446.81,-1446.81,0.0,,,,28.22,100.0,477.18,0.0,146.97,9499.86,485.75,311.214,6839.9,1.0,1.0,1.0174,1.0177,1.0073,1.056,1.0265,1.0085,1.0311,1.0151,1.0,1.0538,1.0534,1.0,0.9969,1.0172,1.0165,1.0,0.9999,1.0074,1.015,1.009,1.0049
53,13:15,NORMAL,1687.31,221.87,58.3,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1407.14,-1407.14,0.0,,,,28.02,100.0,477.18,0.0,161.55,9921.69,485.75,303.716,7143.62,1.0,1.0,1.017,1.0173,1.0071,1.0547,1.0259,1.0083,1.0303,1.0146,1.0,1.0525,1.0521,1.0,0.9969,1.0167,1.0161,1.0,0.9999,1.0072,1.0146,1.0088,1.0048
54,13:30,NORMAL,1645.84,222.78,58.3,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1364.76,-1364.76,0.0,,,,28.11,100.0,477.18,0.0,176.12,10333.15,485.75,296.252,7439.87,1.0,1.0,1.0165,1.0168,1.007,1.0534,1.0252,1.0081,1.0296,1.0141,1.0,1.0512,1.0509,1.0,0.9969,1.0163,1.0157,1.0,0.9999,1.007,1.0143,1.0086,1.0047
55,13:45,NORMAL,1604.19,223.14,58.3,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1322.75,-1322.75,0.0,,,,28.14,100.0,477.18,0.0,190.7,10734.2,485.75,288.754,7728.62,1.0,1.0,1.0161,1.0164,1.0068,1.052,1.0246,1.0079,1.0288,1.0136,1.0,1.0499,1.0496,1.0,0.9969,1.0159,1.0153,1.0,0.9999,1.0069,1.0139,1.0084,1.0046
56,14:00,NORMAL,1562.72,224.36,49.6,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1288.76,-1288.76,0.0,,,,27.4,100.0,477.18,0.0,203.1,11124.88,485.75,281.29,8009.91,1.0,1.0,1.0157,1.016,1.0066,1.0507,1.024,1.0077,1.0281,1.0131,1.0,1.0486,1.0483,1.0,0.9969,1.0155,1.0149,1.0,0.9999,1.0067,1.0135,1.0081,1.0044
