step,time,mode,p_pv_kw,p_load_kw,p_ev_kw,batt_state,batt_kw,soc_batt_pct,sc_state,sc_kw,soc_sc_pct,grid_kw,export_kw,net_grid_kw,peak_shave_kw,ev_alert,evening,voltage_violation,transformer_loading_pct,self_sufficiency_pct,bess_charged_kwh_cum,bess_discharged_kwh_cum,ev_energy_kwh_cum,pv_total_kwh_cum,grid_import_kwh_cum,co2_saved_kg_step,co2_saved_kg_cum,v_mainbus_pu,v_panelbus_pu,v_mechworkshopbus_pu,v_hostelfbus_pu,v_guesthousebus_pu,v_auditoriumbus_pu,v_librarybus_pu,v_civildeptbus_pu,v_mechdeptbus_pu,v_elecdeptbus_pu,v_ltdbus_pu,v_hostelcbus_pu,v_hosteldbus_pu,v_gymbus_pu,v_evbus_pu,v_lecturetheatrebus_pu,v_adminbus_pu,v_pumphousebus_pu,v_securitybus_pu,v_uppercanteenbus_pu,v_lowercanteenbus_pu,v_boyshostelbbus_pu,v_hostelblockbus_pu
57,14:15,NORMAL,1476.1,223.3,49.6,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1203.2,-1203.2,0.0,,,,27.29,100.0,477.18,0.0,215.5,11493.9,485.75,265.698,8275.61,1.0,1.0,1.0148,1.0151,1.0062,1.0479,1.0226,1.0072,1.0265,1.0122,1.0,1.0459,1.0456,1.0,0.9969,1.0146,1.0141,1.0,0.9999,1.0063,1.0128,1.0077,1.0042
58,14:30,NORMAL,1389.66,224.61,49.6,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1115.45,-1115.45,0.0,,,,27.42,100.0,477.18,0.0,227.9,11841.32,485.75,250.139,8525.75,1.0,1.0,1.0139,1.0142,1.0059,1.045,1.0213,1.0068,1.025,1.0113,1.0,1.0432,1.0429,1.0,0.9969,1.0138,1.0133,1.0,0.9999,1.0059,1.012,1.0072,1.004
59,14:45,NORMAL,1303.22,223.2,49.6,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,1030.42,-1030.42,0.0,,,,27.28,100.0,477.18,0.0,240.3,12167.12,485.75,234.58,8760.33,1.0,1.0,1.013,1.0133,1.0055,1.0422,1.02,1.0064,1.0234,1.0103,1.0,1.0406,1.0403,1.0,0.9969,1.0129,1.0124,1.0,0.9999,1.0056,1.0113,1.0068,1.0037
60,15:00,NORMAL,1216.6,221.44,33.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,961.46,-961.46,0.0,,,,25.51,100.0,477.18,0.0,248.72,12471.27,485.75,218.988,8979.32,1.0,1.0,1.0121,1.0125,1.0051,1.0394,1.0187,1.006,1.0219,1.0094,1.0,1.0379,1.0376,1.0,0.9969,1.0121,1.0116,1.0,0.9999,1.0052,1.0105,1.0063,1.0035
61,15:15,NORMAL,1094.96,221.22,33.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,840.04,-840.04,0.0,,,,25.49,100.0,477.18,0.0,257.15,12745.01,485.75,197.092,9176.41,1.0,1.0,1.0109,1.0112,1.0046,1.0355,1.0168,1.0054,1.0197,1.0081,1.0,1.0341,1.0338,1.0,0.9969,1.0109,1.0104,1.0,0.9999,1.0047,1.0095,1.0057,1.0031
62,15:30,NORMAL,973.31,220.07,33.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,719.54,-719.54,0.0,,,,25.38,100.0,477.18,0.0,265.57,12988.34,485.75,175.197,9351.61,1.0,1.0,1.0096,1.01,1.0041,1.0316,1.0149,1.0048,1.0175,1.0068,1.0,1.0303,1.0301,1.0,0.9969,1.0097,1.0093,1.0,0.9999,1.0042,1.0084,1.0051,1.0028
63,15:45,NORMAL,851.67,220.58,33.7,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,597.39,-597.39,0.0,,,,25.43,100.0,477.18,0.0,274.0,13201.26,485.75,153.301,9504.91,1.0,1.0,1.0084,1.0087,1.0036,1.0276,1.0131,1.0042,1.0153,1.0055,1.0,1.0265,1.0263,1.0,0.9969,1.0085,1.0081,1.0,0.9999,1.0036,1.0074,1.0044,1.0024
64,16:00,NORMAL,729.85,219.6,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,493.25,-493.25,0.0,,,,23.66,100.0,477.18,0.0,278.25,13383.72,485.75,131.373,9636.28,1.0,1.0,1.0072,1.0075,1.0031,1.0237,1.0112,1.0036,1.0131,1.0042,1.0,1.0227,1.0226,1.0,0.9969,1.0072,1.007,1.0,0.9999,1.0031,1.0063,1.0038,1.0021
65,16:15,NORMAL,582.04,212.39,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,352.65,-352.65,0.0,,,,22.94,100.0,477.18,0.0,282.5,13529.23,485.75,104.766,9741.05,1.0,1.0,1.0057,1.006,1.0025,1.0189,1.0089,1.0029,1.0105,1.0028,1.0,1.0181,1.018,1.0,0.9969,1.0058,1.0056,1.0,0.9999,1.0025,1.005,1.003,1.0017
66,16:30,NORMAL,434.22,208.01,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,209.21,-209.21,0.0,,,,22.5,100.0,477.18,0.0,286.75,13637.79,485.75,78.16,9819.21,1.0,1.0,1.0042,1.0044,1.0018,1.0141,1.0067,1.0021,1.0078,1.0013,1.0,1.0135,1.0134,1.0,0.9969,1.0043,1.0041,1.0,0.9999,1.0019,1.0038,1.0023,1.0012
67,16:45,NORMAL,286.41,201.68,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,0.0,67.73,-67.73,0.0,,,,21.87,100.0,477.18,0.0,291.0,13709.39,485.75,51.554,9870.76,1.0,1.0,1.0027,1.0029,1.0012,1.0093,1.0044,1.0014,1.0051,0.9998,1.0,1.0089,1.0088,1.0,0.9969,1.0028,1.0027,1.0,0.9999,1.0012,1.0025,1.0015,1.0008
68,17:00,NORMAL,138.6,198.74,8.1,IDLING,0.0,90.0,IDLING,-0.0,15.0,68.24,0.0,68.24,0.0,,,,20.68,67.0,477.18,0.0,293.02,13744.04,502.82,24.948,9895.71,1.0,1.0,1.0012,1.0014,1.0006,1.0045,1.0021,1.0007,1.0025,0.9983,1.0,1.0043,1.0043,1.0,0.9969,1.0014,1.0013,1.0,0.9999,1.0006,1.0012,1.0007,1.0004
69,17:15,NORMAL,103.95,194.62,8.1,IDLING,0.0,90.0,IDLING,-0.0,15.0,98.77,0.0,98.77,0.0,,,,20.27,51.3,477.18,0.0,295.05,13770.03,527.51,18.711,9914.42,1.0,1.0,1.0008,1.0011,1.0004,1.0034,1.0016,1.0005,1.0019,0.9982,1.0,1.0032,1.0032,1.0,0.9969,1.001,1.001,1.0,0.9999,1.0004,1.0009,1.0005,1.0003
70,17:30,EVENING,69.3,193.86,8.1,DISCHARGING,-100.0,86.15,IDLING,-0.0,15.0,32.66,0.0,32.66,0.0,,YES,,20.2,83.8,477.18,25.0,297.07,13787.35,535.67,12.474,9926.89,1.0,1.0,1.0005,1.0007,1.0003,1.0022,1.0011,1.0003,1.0012,0.998,1.0,1.0022,1.0021,1.0,0.9969,1.0007,1.0007,1.0,0.9999,1.0003,1.0006,1.0004,1.0002
71,17:45,EVENING,34.65,188.8,8.1,DISCHARGING,-46.9,84.35,IDLING,-0.0,15.0,115.35,0.0,115.35,0.0,,YES,,19.69,41.4,477.18,36.73,299.1,13796.01,564.51,6.237,9933.13,1.0,1.0,1.0002,1.0004,1.0001,1.0011,1.0005,1.0002,1.0006,0.9978,1.0,1.0011,1.0011,1.0,0.9969,1.0003,1.0003,1.0,0.9999,1.0001,1.0003,1.0002,1.0001
72,18:00,EVENING,0.0,180.61,1.4,DISCHARGING,-100.0,80.5,IDLING,-0.0,15.0,82.01,0.0,82.01,0.0,,YES,,18.2,54.9,477.18,61.73,299.45,13796.01,585.01,0.0,9933.13,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.9977,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
73,18:15,EVENING,0.0,178.54,1.4,DISCHARGING,-100.0,76.66,IDLING,-0.0,15.0,79.94,0.0,79.94,0.0,,YES,,17.99,55.6,477.18,86.73,299.8,13796.01,605.0,0.0,9933.13,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.9979,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
74,18:30,EVENING,0.0,170.05,1.4,DISCHARGING,-100.0,72.81,IDLING,-0.0,15.0,71.45,0.0,71.45,0.0,,YES,,17.15,58.3,477.18,111.73,300.15,13796.01,622.86,0.0,9933.13,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
75,18:45,EVENING,0.0,170.81,1.4,DISCHARGING,-100.0,68.96,IDLING,-0.0,15.0,72.21,0.0,72.21,0.0,,YES,,17.22,58.1,477.18,136.73,300.5,13796.01,640.91,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
76,19:00,EVENING,0.0,163.93,0.0,DISCHARGING,-100.0,65.12,IDLING,-0.0,15.0,63.93,0.0,63.93,0.0,,YES,,16.39,61.0,477.18,161.73,300.5,13796.01,656.9,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
77,19:15,EVENING,0.0,160.08,0.0,DISCHARGING,-100.0,61.27,IDLING,-0.0,15.0,60.08,0.0,60.08,0.0,,YES,,16.01,62.5,477.18,186.73,300.5,13796.01,671.92,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
78,19:30,EVENING,0.0,150.74,0.0,DISCHARGING,-100.0,57.42,IDLING,-0.0,15.0,50.74,0.0,50.74,0.0,,YES,,15.07,66.3,477.18,211.73,300.5,13796.01,684.6,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
79,19:45,EVENING,0.0,149.27,0.0,DISCHARGING,-100.0,53.58,IDLING,-0.0,15.0,49.27,0.0,49.27,0.0,,YES,,14.93,67.0,477.18,236.73,300.5,13796.01,696.92,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
80,20:00,EVENING,0.0,140.67,0.0,DISCHARGING,-100.0,49.73,IDLING,-0.0,15.0,40.67,0.0,40.67,0.0,,YES,,14.07,71.1,477.18,261.73,300.5,13796.01,707.09,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
81,20:15,EVENING,0.0,141.29,0.0,DISCHARGING,-100.0,45.88,IDLING,-0.0,15.0,41.29,0.0,41.29,0.0,,YES,,14.13,70.8,477.18,286.73,300.5,13796.01,717.41,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
82,20:30,EVENING,0.0,133.83,0.0,DISCHARGING,-100.0,42.03,IDLING,-0.0,15.0,33.83,0.0,33.83,0.0,,YES,,13.38,74.7,477.18,311.73,300.5,13796.01,725.87,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
83,20:45,EVENING,0.0,132.47,0.0,DISCHARGING,-100.0,38.19,IDLING,-0.0,15.0,32.47,0.0,32.47,0.0,,YES,,13.25,75.5,477.18,336.73,300.5,13796.01,733.98,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
84,21:00,EVENING,0.0,126.11,0.0,DISCHARGING,-100.0,34.34,IDLING,-0.0,15.0,26.11,0.0,26.11,0.0,,YES,,12.61,79.3,477.18,361.73,300.5,13796.01,740.51,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
85,21:15,EVENING,0.0,122.37,0.0,DISCHARGING,-100.0,30.49,IDLING,-0.0,15.0,22.37,0.0,22.37,0.0,,YES,,12.24,81.7,477.18,386.73,300.5,13796.01,746.1,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
86,21:30,EVENING,0.0,116.97,0.0,DISCHARGING,-100.0,26.65,IDLING,-0.0,15.0,16.97,0.0,16.97,0.0,,YES,,11.7,85.5,477.18,411.73,300.5,13796.01,750.35,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
87,21:45,EVENING,0.0,114.9,0.0,DISCHARGING,-100.0,22.8,IDLING,-0.0,15.0,14.9,0.0,14.9,0.0,,YES,,11.49,87.0,477.18,436.73,300.5,13796.01,754.07,0.0,9933.13,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
88,22:00,EVENING,0.0,108.65,0.0,DISCHARGING,-100.0,18.95,IDLING,-0.0,15.0,8.65,0.0,8.65,0.0,,YES,,10.87,92.0,477.18,461.73,300.5,13796.01,756.23,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
89,22:15,EVENING,0.0,103.83,0.0,DISCHARGING,-100.0,15.11,IDLING,-0.0,15.0,3.83,0.0,3.83,0.0,,YES,,10.38,96.3,477.18,486.73,300.5,13796.01,757.19,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
90,22:30,EVENING,0.0,98.73,0.0,DISCHARGING,-98.73,15.0,IDLING,-0.0,15.0,0.0,0.0,0.0,0.0,,YES,,9.87,100.0,477.18,511.41,300.5,13796.01,757.19,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
91,22:45,NORMAL,0.0,95.22,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,95.22,0.0,95.22,0.0,,,,9.52,0.0,477.18,511.41,300.5,13796.01,781.0,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
92,23:00,NORMAL,0.0,92.99,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,92.99,0.0,92.99,0.0,,,,9.3,0.0,477.18,511.41,300.5,13796.01,804.24,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
93,23:15,NORMAL,0.0,94.47,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,94.47,0.0,94.47,0.0,,,,9.45,0.0,477.18,511.41,300.5,13796.01,827.86,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
94,23:30,NORMAL,0.0,93.45,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,93.45,0.0,93.45,0.0,,,,9.35,0.0,477.18,511.41,300.5,13796.01,851.22,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
95,23:45,NORMAL,0.0,91.37,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,91.37,0.0,91.37,0.0,,,,9.14,0.0,477.18,511.41,300.5,13796.01,874.07,0.0,9933.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
