step,time,mode,p_pv_kw,p_load_kw,p_ev_kw,batt_state,batt_kw,soc_batt_pct,sc_state,sc_kw,soc_sc_pct,grid_kw,export_kw,net_grid_kw,peak_shave_kw,ev_alert,evening,voltage_violation,transformer_loading_pct,self_sufficiency_pct,bess_charged_kwh_cum,bess_discharged_kwh_cum,ev_energy_kwh_cum,pv_total_kwh_cum,grid_import_kwh_cum,co2_saved_kg_step,co2_saved_kg_cum,v_mainbus_pu,v_panelbus_pu,v_mechworkshopbus_pu,v_hostelfbus_pu,v_guesthousebus_pu,v_auditoriumbus_pu,v_librarybus_pu,v_civildeptbus_pu,v_mechdeptbus_pu,v_elecdeptbus_pu,v_ltdbus_pu,v_hostelcbus_pu,v_hosteldbus_pu,v_gymbus_pu,v_evbus_pu,v_lecturetheatrebus_pu,v_adminbus_pu,v_pumphousebus_pu,v_securitybus_pu,v_uppercanteenbus_pu,v_lowercanteenbus_pu,v_boyshostelbbus_pu,v_hostelblockbus_pu
85,21:15,NORMAL,0.0,106.41,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,106.41,0.0,106.41,0.0,,YES,,10.64,0.0,0.0,58.07,92.12,0.0,2460.56,0.0,0.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
86,21:30,NORMAL,0.0,101.71,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,101.71,0.0,101.71,0.0,,YES,,10.17,0.0,0.0,58.07,92.12,0.0,2485.98,0.0,0.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
87,21:45,NORMAL,0.0,99.91,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,99.91,0.0,99.91,0.0,,YES,,9.99,0.0,0.0,58.07,92.12,0.0,2510.96,0.0,0.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
88,22:00,NORMAL,0.0,94.48,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,94.48,0.0,94.48,0.0,,YES,,9.45,0.0,0.0,58.07,92.12,0.0,2534.58,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
89,22:15,NORMAL,0.0,90.29,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,90.29,0.0,90.29,0.0,,YES,,9.03,0.0,0.0,58.07,92.12,0.0,2557.15,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
90,22:30,NORMAL,0.0,85.86,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,85.86,0.0,85.86,0.0,,YES,,8.59,0.0,0.0,58.07,92.12,0.0,2578.62,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
91,22:45,NORMAL,0.0,82.8,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,82.8,0.0,82.8,0.0,,,,8.28,0.0,0.0,58.07,92.12,0.0,2599.32,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
92,23:00,NORMAL,0.0,80.86,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,80.86,0.0,80.86,0.0,,,,8.09,0.0,0.0,58.07,92.12,0.0,2619.53,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
93,23:15,NORMAL,0.0,82.15,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,82.15,0.0,82.15,0.0,,,,8.21,0.0,0.0,58.07,92.12,0.0,2640.07,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
94,23:30,NORMAL,0.0,81.26,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,81.26,0.0,81.26,0.0,,,,8.13,0.0,0.0,58.07,92.12,0.0,2660.39,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
95,23:45,NORMAL,0.0,79.45,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,79.45,0.0,79.45,0.0,,,,7.95,0.0,0.0,58.07,92.12,0.0,2680.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
