step,time,mode,p_pv_kw,p_load_kw,p_ev_kw,batt_state,batt_kw,soc_batt_pct,sc_state,sc_kw,soc_sc_pct,grid_kw,export_kw,net_grid_kw,peak_shave_kw,ev_alert,evening,voltage_violation,transformer_loading_pct,self_sufficiency_pct,bess_charged_kwh_cum,bess_discharged_kwh_cum,ev_energy_kwh_cum,pv_total_kwh_cum,grid_import_kwh_cum,co2_saved_kg_step,co2_saved_kg_cum,v_mainbus_pu,v_panelbus_pu,v_mechworkshopbus_pu,v_hostelfbus_pu,v_guesthousebus_pu,v_auditoriumbus_pu,v_librarybus_pu,v_civildeptbus_pu,v_mechdeptbus_pu,v_elecdeptbus_pu,v_ltdbus_pu,v_hostelcbus_pu,v_hosteldbus_pu,v_gymbus_pu,v_evbus_pu,v_lecturetheatrebus_pu,v_adminbus_pu,v_pumphousebus_pu,v_securitybus_pu,v_uppercanteenbus_pu,v_lowercanteenbus_pu,v_boyshostelbbus_pu,v_hostelblockbus_pu
66,16:30,NORMAL,130.27,180.88,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,67.61,0.0,67.61,0.0,,,,19.79,65.8,465.36,0.0,286.75,4091.34,518.9,23.448,2945.76,1.0,1.0,1.0011,1.0013,1.0006,1.0042,1.002,1.0006,1.0023,0.998,1.0,1.0041,1.004,1.0,0.9969,1.0013,1.0012,1.0,0.9999,1.0006,1.0011,1.0007,1.0004
67,16:45,NORMAL,85.92,175.38,17.0,IDLING,0.0,90.0,IDLING,-0.0,15.0,106.46,0.0,106.46,0.0,,,,19.24,44.7,465.36,0.0,291.0,4112.82,545.52,15.466,2961.23,1.0,1.0,1.0006,1.0009,1.0004,1.0028,1.0013,1.0004,1.0015,0.9976,1.0,1.0027,1.0027,1.0,0.9969,1.0009,1.0008,1.0,0.9999,1.0004,1.0007,1.0004,1.0002
68,17:00,NORMAL,41.58,172.82,8.1,IDLING,0.0,90.0,IDLING,-0.0,15.0,139.34,0.0,139.34,0.0,,,,18.09,23.0,465.36,0.0,293.02,4123.21,580.35,7.484,2968.71,1.0,1.0,1.0002,1.0004,1.0002,1.0013,1.0006,1.0002,1.0007,0.9973,1.0,1.0013,1.0013,1.0,0.9969,1.0004,1.0004,1.0,0.9999,1.0002,1.0004,1.0002,1.0001
69,17:15,NORMAL,31.18,169.24,8.1,IDLING,0.0,90.0,IDLING,-0.0,15.0,146.16,0.0,146.16,0.0,,,,17.73,17.6,465.36,0.0,295.05,4131.01,616.89,5.613,2974.33,1.0,1.0,1.0001,1.0003,1.0001,1.001,1.0005,1.0002,1.0006,0.9974,1.0,1.001,1.001,1.0,0.9969,1.0003,1.0003,1.0,0.9999,1.0001,1.0003,1.0002,1.0001
70,17:30,EVENING,20.79,168.57,8.1,DISCHARGING,-100.0,86.15,IDLING,-0.0,15.0,55.88,0.0,55.88,0.0,,YES,,17.67,68.4,465.36,25.0,297.07,4136.21,630.86,3.742,2978.07,1.0,1.0,1.0,1.0002,1.0001,1.0007,1.0003,1.0001,1.0004,0.9975,1.0,1.0006,1.0006,1.0,0.9969,1.0002,1.0002,1.0,0.9999,1.0001,1.0002,1.0001,1.0001
71,17:45,EVENING,10.39,164.17,8.1,DISCHARGING,-95.41,82.48,IDLING,-0.0,15.0,66.46,0.0,66.46,0.0,,YES,,17.23,61.4,465.36,48.85,299.1,4138.8,647.48,1.871,2979.94,1.0,1.0,0.9999,1.0001,1.0,1.0003,1.0002,1.0001,1.0002,0.9976,1.0,1.0003,1.0003,1.0,0.9969,1.0001,1.0001,1.0,0.9999,1.0,1.0001,1.0001,1.0
72,18:00,EVENING,0.0,157.05,1.4,DISCHARGING,-100.0,78.64,IDLING,-0.0,15.0,58.45,0.0,58.45,0.0,,YES,,15.85,63.1,465.36,73.85,299.45,4138.8,662.09,0.0,2979.94,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.9977,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
73,18:15,EVENING,0.0,155.25,1.4,DISCHARGING,-100.0,74.79,IDLING,-0.0,15.0,56.65,0.0,56.65,0.0,,YES,,15.67,63.8,465.36,98.85,299.8,4138.8,676.25,0.0,2979.94,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.9979,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
74,18:30,EVENING,0.0,147.87,1.4,DISCHARGING,-100.0,70.94,IDLING,-0.0,15.0,49.27,0.0,49.27,0.0,,YES,,14.93,67.0,465.36,123.85,300.15,4138.8,688.57,0.0,2979.94,1.0,1.0,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
75,18:45,EVENING,0.0,148.53,1.4,DISCHARGING,-100.0,67.1,IDLING,-0.0,15.0,49.93,0.0,49.93,0.0,,YES,,14.99,66.7,465.36,148.85,300.5,4138.8,701.05,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,1.0,1.0,1.0,1.0,0.9969,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
76,19:00,EVENING,0.0,142.55,0.0,DISCHARGING,-100.0,63.25,IDLING,-0.0,15.0,42.55,0.0,42.55,0.0,,YES,,14.26,70.2,465.36,173.85,300.5,4138.8,711.69,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
77,19:15,EVENING,0.0,139.2,0.0,DISCHARGING,-100.0,59.4,IDLING,-0.0,15.0,39.2,0.0,39.2,0.0,,YES,,13.92,71.8,465.36,198.85,300.5,4138.8,721.49,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
78,19:30,EVENING,0.0,131.08,0.0,DISCHARGING,-100.0,55.56,IDLING,-0.0,15.0,31.08,0.0,31.08,0.0,,YES,,13.11,76.3,465.36,223.85,300.5,4138.8,729.26,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
79,19:45,EVENING,0.0,129.8,0.0,DISCHARGING,-100.0,51.71,IDLING,-0.0,15.0,29.8,0.0,29.8,0.0,,YES,,12.98,77.0,465.36,248.85,300.5,4138.8,736.71,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
80,20:00,EVENING,0.0,122.33,0.0,DISCHARGING,-100.0,47.86,IDLING,-0.0,15.0,22.33,0.0,22.33,0.0,,YES,,12.23,81.7,465.36,273.85,300.5,4138.8,742.29,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
81,20:15,EVENING,0.0,122.86,0.0,DISCHARGING,-100.0,44.02,IDLING,-0.0,15.0,22.86,0.0,22.86,0.0,,YES,,12.29,81.4,465.36,298.85,300.5,4138.8,748.01,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
82,20:30,EVENING,0.0,116.38,0.0,DISCHARGING,-100.0,40.17,IDLING,-0.0,15.0,16.38,0.0,16.38,0.0,,YES,,11.64,85.9,465.36,323.85,300.5,4138.8,752.1,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
83,20:45,EVENING,0.0,115.19,0.0,DISCHARGING,-100.0,36.32,IDLING,-0.0,15.0,15.19,0.0,15.19,0.0,,YES,,11.52,86.8,465.36,348.85,300.5,4138.8,755.9,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
84,21:00,EVENING,0.0,109.66,0.0,DISCHARGING,-100.0,32.48,IDLING,-0.0,15.0,9.66,0.0,9.66,0.0,,YES,,10.97,91.2,465.36,373.85,300.5,4138.8,758.31,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
85,21:15,EVENING,0.0,106.41,0.0,DISCHARGING,-100.0,28.63,IDLING,-0.0,15.0,6.41,0.0,6.41,0.0,,YES,,10.64,94.0,465.36,398.85,300.5,4138.8,759.92,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
86,21:30,EVENING,0.0,101.71,0.0,DISCHARGING,-100.0,24.78,IDLING,-0.0,15.0,1.71,0.0,1.71,0.0,,YES,,10.17,98.3,465.36,423.85,300.5,4138.8,760.34,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
87,21:45,EVENING,0.0,99.91,0.0,DISCHARGING,-99.91,20.94,IDLING,-0.0,15.0,0.0,0.0,0.0,0.0,,YES,,9.99,100.0,465.36,448.83,300.5,4138.8,760.34,0.0,2979.94,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
88,22:00,EVENING,0.0,94.48,0.0,DISCHARGING,-94.48,17.3,IDLING,-0.0,15.0,0.0,0.0,0.0,0.0,,YES,,9.45,100.0,465.36,472.45,300.5,4138.8,760.34,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
89,22:15,EVENING,0.0,90.29,0.0,DISCHARGING,-90.29,15.0,IDLING,-0.0,15.0,0.0,0.0,0.0,0.0,,YES,,9.03,100.0,465.36,495.02,300.5,4138.8,760.34,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
90,22:30,EVENING,0.0,85.86,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,85.86,0.0,85.86,0.0,,YES,,8.59,0.0,465.36,495.02,300.5,4138.8,781.81,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
91,22:45,NORMAL,0.0,82.8,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,82.8,0.0,82.8,0.0,,,,8.28,0.0,465.36,495.02,300.5,4138.8,802.51,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
92,23:00,NORMAL,0.0,80.86,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,80.86,0.0,80.86,0.0,,,,8.09,0.0,465.36,495.02,300.5,4138.8,822.72,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
93,23:15,NORMAL,0.0,82.15,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,82.15,0.0,82.15,0.0,,,,8.21,0.0,465.36,495.02,300.5,4138.8,843.26,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
94,23:30,NORMAL,0.0,81.26,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,81.26,0.0,81.26,0.0,,,,8.13,0.0,465.36,495.02,300.5,4138.8,863.58,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
95,23:45,NORMAL,0.0,79.45,0.0,IDLING,0.0,15.0,IDLING,-0.0,15.0,79.45,0.0,79.45,0.0,,,,7.95,0.0,465.36,495.02,300.5,4138.8,883.44,0.0,2979.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0
